订单编号,订单日期,发货日期,快递,客户编号,客户名称,客户类型,地区编号,省份,区域,区域经理,产品编号,产品大类,产品小类,品牌,产品名称,产品属性,是否退货,金额,数量,折扣,利润
A001288,2019-08-08,2019-08-14,邮政,U15355,黄康,消费者,R00006,陕西,西北,杨健,P01175,家具,用具,Tenex,闹钟,优质,,228.06,1,0.0,59.22
A001288,2019-08-08,2019-08-14,邮政,U15355,黄康,消费者,R00006,陕西,西北,杨健,P00972,办公,装订,Avery,孔加固材料,实惠,,20.58,1,0.0,9.38
A001289,2020-09-09,2020-09-10,邮政,U10585,涂博,消费者,R00014,吉林,东北,楚杰,P00164,技术,复印,Brother,传真复印机,每套两件,,1787.24,2,0.0,446.6
A000539,2021-04-30,2021-05-05,圆通,U18055,赵幂,消费者,R00003,江苏,华东,洪光,P01425,办公,美术,Binney & Smith,速写本,金属,,88.82,2,0.8,-328.66
A000539,2021-04-30,2021-05-05,圆通,U18055,赵幂,消费者,R00003,江苏,华东,洪光,P00809,技术,配件,罗技,键区,实惠,,1167.26,9,0.4,-194.8
A000539,2021-04-30,2021-05-05,圆通,U18055,赵幂,消费者,R00003,江苏,华东,洪光,P00133,办公,用品,Elite,尺子,蓝色,,38.64,1,0.4,-13.58
A000539,2021-04-30,2021-05-05,圆通,U18055,赵幂,消费者,R00003,江苏,华东,洪光,P00560,家具,书架,Dania,柜,黑色,,799.68,2,0.4,-199.92
A000982,2020-04-11,2020-04-16,邮政,U18865,田谙,消费者,R00011,福建,华东,洪光,P01185,办公,收纳,Eldon,盘,蓝色,是,447.72,2,0.0,35.56
A000982,2020-04-11,2020-04-16,邮政,U18865,田谙,消费者,R00011,福建,华东,洪光,P00456,办公,美术,Boston,钢笔,混合尺寸,是,162.4,2,0.0,50.12
A000726,2020-03-04,2020-03-10,顺丰,U17845,巩珑,消费者,R00002,四川,西南,白德伟,P01855,办公,标签,Harbour Creations,运输标签,可调,,131.04,3,0.0,18.06
A001290,2018-11-08,2018-11-09,中通,U19045,贺鹏,小型企业,R00023,天津,华北,殷莲,P01367,家具,书架,Safco,书架,黑色,,1403.08,2,0.0,84.0
A001290,2018-11-08,2018-11-09,中通,U19045,贺鹏,小型企业,R00023,天津,华北,殷莲,P00608,办公,收纳,Eldon,盒,蓝色,,143.64,3,0.0,49.98
A001291,2020-05-02,2020-05-09,邮政,U15940,曹丽,小型企业,R00009,上海,华东,洪光,P01805,办公,标签,Hon,有色标签,红色,,117.88,2,0.0,55.16
A001291,2020-05-02,2020-05-09,邮政,U15940,曹丽,小型企业,R00009,上海,华东,洪光,P00763,办公,用品,Stiletto,剪刀,钢,,214.76,2,0.0,32.2
A000961,2019-04-12,2019-04-17,圆通,U21415,贾伟,消费者,R00009,上海,华东,洪光,P00872,办公,器具,Cuisinart,咖啡研磨机,黑色,,177.52,1,0.0,17.64
A001292,2019-05-23,2019-05-28,邮政,U14110,程欢悦,消费者,R00023,天津,华北,殷莲,P00211,办公,信封,Cameo,搭扣信封,红色,,669.9,11,0.0,328.02
A001293,2021-08-20,2021-08-22,中通,U17710,秦乐,消费者,R00019,北京,华北,殷莲,P01126,技术,复印,夏普,墨水,每套两件,,1161.16,2,0.0,69.44
A001294,2019-05-04,2019-05-08,邮政,U14275,杨欢,公司,R00008,山东,华东,洪光,P01194,办公,收纳,Smead,盘,金属,,665.7,3,0.0,266.28
A001294,2019-05-04,2019-05-08,邮政,U14275,杨欢,公司,R00008,山东,华东,洪光,P00410,家具,用具,Deflect-O,分层置放架,黑色,,118.02,1,0.0,44.8
A001294,2019-05-04,2019-05-08,邮政,U14275,杨欢,公司,R00008,山东,华东,洪光,P00049,办公,纸张,SanDisk,备忘录便条,优质,,237.72,3,0.0,11.76
A001294,2019-05-04,2019-05-08,邮政,U14275,杨欢,公司,R00008,山东,华东,洪光,P01062,技术,配件,SanDisk,路由器,可编程,,6016.5,5,0.0,1684.2
A001040,2020-03-08,2020-03-14,邮政,U11440,潘舟,消费者,R00004,广东,中南,范彩,P00827,办公,器具,Breville,搅拌机,银色,,2123.1,5,0.0,997.5
A001040,2020-03-08,2020-03-14,邮政,U11440,潘舟,消费者,R00004,广东,中南,范彩,P01282,家具,椅子,Novimex,沙滩椅,黑色,,365.65,2,0.1,56.81
A001295,2019-04-28,2019-05-01,圆通,U16645,邢立荣,消费者,R00015,辽宁,东北,楚杰,P01591,家具,用具,Advantus,相框,一包多件,,148.51,1,0.4,-59.53
A001296,2019-03-22,2019-03-24,圆通,U11095,陈晨,公司,R00002,四川,西南,白德伟,P01521,办公,收纳,Tenex,文件车,蓝色,是,3755.64,6,0.0,299.88
A001296,2019-03-22,2019-03-24,圆通,U11095,陈晨,公司,R00002,四川,西南,白德伟,P00668,办公,纸张,Enermax,计划信息表,多色,是,223.16,2,0.0,33.32
A001296,2019-03-22,2019-03-24,圆通,U11095,陈晨,公司,R00002,四川,西南,白德伟,P00032,技术,电话,思科,办公室电话机,整包,是,451.08,2,0.4,-180.6
A001296,2019-03-22,2019-03-24,圆通,U11095,陈晨,公司,R00002,四川,西南,白德伟,P00286,家具,用具,Tenex,灯泡,一包多件,是,106.34,2,0.4,-31.98
A001296,2019-03-22,2019-03-24,圆通,U11095,陈晨,公司,R00002,四川,西南,白德伟,P01194,办公,收纳,Smead,盘,金属,是,221.9,1,0.0,88.76
A001296,2019-03-22,2019-03-24,圆通,U11095,陈晨,公司,R00002,四川,西南,白德伟,P00141,技术,电话,摩托罗拉,充电器,混合尺寸,是,14460.1,8,0.4,-6748.22
A001296,2019-03-22,2019-03-24,圆通,U11095,陈晨,公司,R00002,四川,西南,白德伟,P00878,家具,桌子,Bevis,咖啡桌,黑色,是,1187.87,2,0.6,-1633.41
A001296,2019-03-22,2019-03-24,圆通,U11095,陈晨,公司,R00002,四川,西南,白德伟,P00201,办公,信封,Jiffy,搭扣信封,每套50个,是,278.32,7,0.0,74.48
A000170,2020-07-22,2020-07-29,邮政,U18970,邢柏,小型企业,R00014,吉林,东北,楚杰,P00603,办公,收纳,Fellowes,盒,金属,,262.5,3,0.0,36.54
A000751,2021-06-08,2021-06-12,邮政,U15160,贾君,消费者,R00014,吉林,东北,楚杰,P00200,办公,信封,Kraft,搭扣信封,每套50个,,126.0,3,0.0,10.08
A000751,2021-06-08,2021-06-12,邮政,U15160,贾君,消费者,R00014,吉林,东北,楚杰,P01594,家具,用具,Deflect-O,相框,一包多件,,484.96,2,0.0,38.64
A000410,2018-03-09,2018-03-16,邮政,U19975,彭绅,公司,R00019,北京,华北,殷莲,P00791,技术,配件,罗技,键盘,实惠,,2028.6,6,0.0,486.36
A001297,2018-08-16,2018-08-21,邮政,U15595,巩关茵,公司,R00008,山东,华东,洪光,P01068,办公,信封,Cameo,马尼拉纸信封,回收,,361.2,3,0.0,64.68
A001297,2018-08-16,2018-08-21,邮政,U15595,巩关茵,公司,R00008,山东,华东,洪光,P00477,办公,收纳,Tenex,搁板,工业,,514.64,2,0.0,133.56
A001298,2018-03-16,2018-03-21,圆通,U13465,楚虢,消费者,R00008,山东,华东,洪光,P00436,技术,复印,Hewlett,复印机,彩色,,3711.54,3,0.0,742.14
A001298,2018-03-16,2018-03-21,圆通,U13465,楚虢,消费者,R00008,山东,华东,洪光,P00274,家具,用具,Deflect-O,灯泡,一包多件,,355.6,4,0.0,138.32
A001299,2020-05-16,2020-05-22,圆通,U21550,彭伟,小型企业,R00008,山东,华东,洪光,P00112,办公,器具,Hoover,冰箱,黑色,是,2453.22,1,0.0,367.92
A001299,2020-05-16,2020-05-22,圆通,U21550,彭伟,小型企业,R00008,山东,华东,洪光,P00019,技术,电话,诺基亚,办公室电话机,全尺寸,是,929.88,3,0.0,288.12
A001300,2021-08-24,2021-08-28,邮政,U17455,谭临耀,消费者,R00015,辽宁,东北,楚杰,P01892,家具,椅子,SAFCO,折叠椅,可调,,2222.64,9,0.4,-740.88
A001300,2021-08-24,2021-08-28,邮政,U17455,谭临耀,消费者,R00015,辽宁,东北,楚杰,P01145,家具,桌子,Chromcraft,木桌,组装,,7227.58,8,0.6,-3433.7
A001300,2021-08-24,2021-08-28,邮政,U17455,谭临耀,消费者,R00015,辽宁,东北,楚杰,P01424,办公,美术,Binney & Smith,速写本,混合尺寸,,92.4,2,0.8,-198.8
A001301,2020-04-19,2020-04-25,邮政,U17560,任灵,小型企业,R00007,黑龙江,东北,楚杰,P00684,技术,设备,松下,计算器,红色,,1992.06,9,0.0,497.7
A001302,2019-02-13,2019-02-19,邮政,U13750,孙荷,公司,R00019,北京,华北,殷莲,P00576,办公,标签,Harbour Creations,合法证物标签,可调,,41.3,1,0.0,0.28
A001303,2020-01-05,2020-01-08,中通,U12865,高凤,消费者,R00004,广东,中南,范彩,P00209,办公,信封,Jiffy,搭扣信封,银色,,101.92,2,0.0,16.24
A001303,2020-01-05,2020-01-08,中通,U12865,高凤,消费者,R00004,广东,中南,范彩,P01716,家具,椅子,Novimex,摇椅,每套两件,,561.46,1,0.1,74.82
A001303,2020-01-05,2020-01-08,中通,U12865,高凤,消费者,R00004,广东,中南,范彩,P01268,家具,书架,Safco,墙角架,黑色,,1407.56,2,0.0,28.0
A001304,2021-02-28,2021-03-07,中通,U14215,葛欢,公司,R00009,上海,华东,洪光,P01579,技术,复印,Hewlett,无线传真机,彩色,是,1780.94,1,0.0,641.06
A001305,2018-05-13,2018-05-15,圆通,U13000,邹凤,消费者,R00010,河北,华北,殷莲,P00477,办公,收纳,Tenex,搁板,工业,,514.64,2,0.0,133.56
A001094,2020-06-29,2020-07-01,圆通,U21490,贺伟,消费者,R00001,浙江,华东,洪光,P00986,家具,用具,Eldon,框架,优质,,321.64,1,0.4,32.12
A000579,2021-01-16,2021-01-19,圆通,U15070,徐菊,消费者,R00007,黑龙江,东北,楚杰,P01923,办公,装订,Ibico,装订机,回收,,221.76,3,0.0,70.56
A000579,2021-01-16,2021-01-19,圆通,U15070,徐菊,消费者,R00007,黑龙江,东北,楚杰,P00962,办公,标签,Novimex,可去除的标签,白色,,138.18,3,0.0,57.96
A000246,2021-04-15,2021-04-20,圆通,U15520,肖崆,消费者,R00001,浙江,华东,洪光,P01042,办公,器具,Breville,炉灶,白色,,15671.04,10,0.4,-6791.96
A000246,2021-04-15,2021-04-20,圆通,U15520,肖崆,消费者,R00001,浙江,华东,洪光,P01875,家具,椅子,Novimex,折叠椅,黑色,,670.32,3,0.4,-380.1
A000246,2021-04-15,2021-04-20,圆通,U15520,肖崆,消费者,R00001,浙江,华东,洪光,P01480,办公,信封,Kraft,外皮和封条,每套50个,,191.24,2,0.0,0.0
A000246,2021-04-15,2021-04-20,圆通,U15520,肖崆,消费者,R00001,浙江,华东,洪光,P01095,办公,用品,Stiletto,美工刀,工业,,315.76,3,0.4,-37.04
A000948,2020-05-07,2020-05-11,邮政,U11035,陈昌,消费者,R00004,广东,中南,范彩,P00592,办公,收纳,Eldon,盒,工业,,300.72,6,0.0,57.12
A001306,2021-08-05,2021-08-11,邮政,U20350,黄盛,小型企业,R00005,江西,华东,洪光,P00650,家具,桌子,Hon,会议桌,黑色,,18061.01,7,0.4,-4515.25
A001306,2021-08-05,2021-08-11,邮政,U20350,黄盛,小型企业,R00005,江西,华东,洪光,P00971,办公,装订,Ibico,孔加固材料,回收,,68.6,2,0.0,23.24
A001306,2021-08-05,2021-08-11,邮政,U20350,黄盛,小型企业,R00005,江西,华东,洪光,P00008,办公,系固,Advantus,按钉,混合尺寸,,166.32,3,0.0,74.76
A001306,2021-08-05,2021-08-11,邮政,U20350,黄盛,小型企业,R00005,江西,华东,洪光,P01303,技术,配件,Enermax,闪存驱动器,耐用,,778.96,4,0.0,155.68
A001306,2021-08-05,2021-08-11,邮政,U20350,黄盛,小型企业,R00005,江西,华东,洪光,P00764,办公,用品,Kleencut,剪刀,蓝色,,312.06,3,0.0,112.14
A001306,2021-08-05,2021-08-11,邮政,U20350,黄盛,小型企业,R00005,江西,华东,洪光,P00087,办公,装订,Avery,标签,透明,,54.04,2,0.0,19.88
A001306,2021-08-05,2021-08-11,邮政,U20350,黄盛,小型企业,R00005,江西,华东,洪光,P01522,办公,收纳,Rogers,文件车,单宽度,,1321.88,2,0.0,528.64
A000501,2019-05-21,2019-05-27,邮政,U15010,肖菊,公司,R00022,广西,中南,范彩,P00666,办公,纸张,Eaton,计划信息表,优质,,288.12,3,0.0,63.0
A000501,2019-05-21,2019-05-27,邮政,U15010,肖菊,公司,R00022,广西,中南,范彩,P01742,技术,电话,摩托罗拉,音频基座,蓝色,,2427.18,3,0.0,1164.66
A000501,2019-05-21,2019-05-27,邮政,U15010,肖菊,公司,R00022,广西,中南,范彩,P01720,家具,椅子,Hon,椅垫,红色,,699.68,3,0.1,155.36
A000824,2019-04-21,2019-04-23,圆通,U17320,楚丽丽,小型企业,R00003,江苏,华东,洪光,P00562,家具,书架,Sauder,柜,黑色,,2352.42,5,0.4,-823.48
A000824,2019-04-21,2019-04-23,圆通,U17320,楚丽丽,小型企业,R00003,江苏,华东,洪光,P01161,家具,用具,Eldon,闹钟,优质,,463.18,3,0.4,-285.68
A000824,2019-04-21,2019-04-23,圆通,U17320,楚丽丽,小型企业,R00003,江苏,华东,洪光,P00430,家具,椅子,Novimex,扶手椅,黑色,,6377.28,5,0.4,-106.82
A000824,2019-04-21,2019-04-23,圆通,U17320,楚丽丽,小型企业,R00003,江苏,华东,洪光,P01140,技术,复印,Hewlett,墨水,彩色,,840.67,2,0.4,-392.45
A000824,2019-04-21,2019-04-23,圆通,U17320,楚丽丽,小型企业,R00003,江苏,华东,洪光,P00952,办公,标签,Hon,可去除的标签,红色,,188.16,4,0.0,40.88
A000824,2019-04-21,2019-04-23,圆通,U17320,楚丽丽,小型企业,R00003,江苏,华东,洪光,P00284,家具,用具,Advantus,灯泡,优质,,157.0,3,0.4,-78.62
A000617,2020-01-12,2020-01-14,邮政,U10525,郭博,公司,R00010,河北,华北,殷莲,P00447,技术,复印,佳能,复印机,彩色,,6150.2,5,0.0,1475.6
A000617,2020-01-12,2020-01-14,邮政,U10525,郭博,公司,R00010,河北,华北,殷莲,P01096,办公,用品,Elite,美工刀,锯齿状,,294.84,2,0.0,41.16
A001307,2018-09-23,2018-09-27,邮政,U21880,陶武,公司,R00025,海南,中南,范彩,P00347,办公,系固,Accos,订书钉,金属,,154.98,3,0.0,57.12
A001307,2018-09-23,2018-09-27,邮政,U21880,陶武,公司,R00025,海南,中南,范彩,P01805,办公,标签,Hon,有色标签,红色,,117.88,2,0.0,55.16
A000653,2018-06-01,2018-06-04,邮政,U19390,施强,消费者,R00016,湖北,中南,范彩,P01305,技术,配件,Memorex,闪存驱动器,耐用,,165.82,2,0.4,-88.7
A000653,2018-06-01,2018-06-04,邮政,U19390,施强,消费者,R00016,湖北,中南,范彩,P01855,办公,标签,Harbour Creations,运输标签,可调,,131.04,3,0.0,18.06
A000653,2018-06-01,2018-06-04,邮政,U19390,施强,消费者,R00016,湖北,中南,范彩,P01542,办公,收纳,Fellowes,文件夹,蓝色,,369.6,3,0.0,125.58
A000458,2021-04-15,2021-04-18,邮政,U16750,付立,消费者,R00014,吉林,东北,楚杰,P01439,办公,收纳,Fellowes,锁柜,单宽度,,1935.36,2,0.0,754.6
A000690,2019-06-25,2019-06-28,圆通,U10030,贾嫒,公司,R00007,黑龙江,东北,楚杰,P00980,办公,装订,Acco,孔加固材料,回收,,98.28,3,0.0,1.68
A000690,2019-06-25,2019-06-28,圆通,U10030,贾嫒,公司,R00007,黑龙江,东北,楚杰,P00224,办公,装订,Acco,打孔机,回收,,995.68,7,0.0,378.28
A001308,2018-02-01,2018-02-03,中通,U13255,韩莞颖,小型企业,R00019,北京,华北,殷莲,P01279,家具,椅子,SAFCO,沙滩椅,可调,,1696.38,7,0.0,661.5
A001309,2018-12-21,2018-12-24,中通,U11830,韦达侠,公司,R00006,陕西,西北,杨健,P00612,办公,美术,Boston,画布,蓝色,,1251.6,5,0.0,162.4
A001309,2018-12-21,2018-12-24,中通,U11830,韦达侠,公司,R00006,陕西,西北,杨健,P01867,办公,标签,Novimex,运输标签,红色,,151.2,3,0.0,63.42
A001309,2018-12-21,2018-12-24,中通,U11830,韦达侠,公司,R00006,陕西,西北,杨健,P00283,家具,用具,Eldon,灯泡,耐用,,829.92,8,0.0,173.6
A000073,2018-10-24,2018-10-24,顺丰,U13255,韩莞颖,小型企业,R00004,广东,中南,范彩,P00633,办公,系固,Stockwell,回形针,金属,,572.04,9,0.0,61.74
A000073,2018-10-24,2018-10-24,顺丰,U13255,韩莞颖,小型企业,R00004,广东,中南,范彩,P00919,办公,用品,Elite,开信刀,锯齿状,,448.0,4,0.0,147.84
A001310,2021-08-05,2021-08-08,中通,U16405,邵黎明,小型企业,R00015,辽宁,东北,楚杰,P00349,办公,系固,Stockwell,订书钉,混合尺寸,,115.5,5,0.4,-77.0
A001311,2020-05-27,2020-06-01,邮政,U18460,冯娜,公司,R00016,湖北,中南,范彩,P01285,家具,椅子,Harbour Creations,沙滩椅,黑色,,994.39,6,0.4,-398.33
A001312,2020-06-19,2020-06-25,圆通,U12040,程德,小型企业,R00008,山东,华东,洪光,P00723,技术,配件,Enermax,记忆卡,可编程,,540.82,1,0.0,102.62
A001313,2019-09-21,2019-09-27,邮政,U13780,俞荷,消费者,R00013,甘肃,西北,杨健,P01531,办公,收纳,Eldon,文件夹,工业,,733.32,9,0.0,292.32
A001314,2020-06-18,2020-06-21,邮政,U20515,陈爽,小型企业,R00009,上海,华东,洪光,P00491,办公,收纳,Smead,搁板,工业,,230.58,1,0.0,13.72
A001314,2020-06-18,2020-06-21,邮政,U20515,陈爽,小型企业,R00009,上海,华东,洪光,P01610,办公,系固,Stockwell,橡皮筋,每包12个,,148.96,2,0.0,5.88
A001314,2020-06-18,2020-06-21,邮政,U20515,陈爽,小型企业,R00009,上海,华东,洪光,P01560,办公,标签,Smead,文件夹标签,耐用,,216.3,5,0.0,42.7
A001314,2020-06-18,2020-06-21,邮政,U20515,陈爽,小型企业,R00009,上海,华东,洪光,P01430,办公,收纳,Smead,锁柜,单宽度,,2778.3,3,0.0,222.18
A001314,2020-06-18,2020-06-21,邮政,U20515,陈爽,小型企业,R00009,上海,华东,洪光,P00358,办公,装订,Avery,订书机,回收,,688.8,3,0.0,61.74
A001314,2020-06-18,2020-06-21,邮政,U20515,陈爽,小型企业,R00009,上海,华东,洪光,P01865,办公,标签,Smead,运输标签,白色,,270.9,5,0.0,4.9
A000087,2020-05-01,2020-05-06,邮政,U14020,徐虎,消费者,R00010,河北,华北,殷莲,P00113,办公,器具,Cuisinart,冰箱,银色,,4637.08,2,0.0,1993.88
A000087,2020-05-01,2020-05-06,邮政,U14020,徐虎,消费者,R00010,河北,华北,殷莲,P01792,办公,信封,Jiffy,邮寄品,每套50个,,867.3,5,0.0,251.3
A000087,2020-05-01,2020-05-06,邮政,U14020,徐虎,消费者,R00010,河北,华北,殷莲,P01250,办公,美术,Sanford,铅笔刀,蓝色,,482.16,4,0.0,86.24
A001315,2019-08-28,2019-09-02,邮政,U15370,洪康,消费者,R00001,浙江,华东,洪光,P01191,办公,收纳,Tenex,盘,金属,,497.28,2,0.0,193.76
A001315,2019-08-28,2019-09-02,邮政,U15370,洪康,消费者,R00001,浙江,华东,洪光,P00843,办公,信封,Cameo,局间信封,每套50个,,442.68,2,0.0,168.0
A001316,2020-05-15,2020-05-19,邮政,U21565,邵伟,公司,R00018,湖南,中南,范彩,P01115,家具,用具,Deflect-O,门挡,一包多件,是,1437.66,7,0.0,373.38
A001317,2020-08-05,2020-08-07,圆通,U12535,余毅,公司,R00007,黑龙江,东北,楚杰,P01773,办公,美术,Stanley,荧光笔,整包,是,782.43,14,0.2,-148.57
A001317,2020-08-05,2020-08-07,圆通,U12535,余毅,公司,R00007,黑龙江,东北,楚杰,P00613,办公,美术,Binney & Smith,画布,混合尺寸,是,1018.08,5,0.2,-229.32
A000835,2021-10-07,2021-10-10,圆通,U12505,葛毅,消费者,R00007,黑龙江,东北,楚杰,P01298,技术,配件,贝尔金,闪存驱动器,实惠,,1174.32,6,0.0,152.04
A001318,2019-08-28,2019-08-28,顺丰,U19720,熊荣,消费者,R00023,天津,华北,殷莲,P00013,办公,系固,Accos,按钉,每包12个,,195.3,3,0.0,0.0
A000515,2020-05-23,2020-05-27,邮政,U16000,黄磊,消费者,R00004,广东,中南,范彩,P00762,办公,用品,Fiskars,剪刀,钢,,315.84,3,0.0,37.8
A000515,2020-05-23,2020-05-27,邮政,U16000,黄磊,消费者,R00004,广东,中南,范彩,P01762,办公,美术,Boston,荧光笔,混合尺寸,,411.6,5,0.2,-41.3
A000515,2020-05-23,2020-05-27,邮政,U16000,黄磊,消费者,R00004,广东,中南,范彩,P01665,办公,用品,Elite,修剪器,锯齿状,,895.3,5,0.0,17.5
A001319,2019-05-26,2019-05-28,邮政,U20740,白松,小型企业,R00004,广东,中南,范彩,P00486,办公,收纳,Eldon,搁板,蓝色,,451.92,2,0.0,54.04
A001319,2019-05-26,2019-05-28,邮政,U20740,白松,小型企业,R00004,广东,中南,范彩,P01721,家具,椅子,SAFCO,椅垫,红色,,753.73,3,0.1,91.81
A001319,2019-05-26,2019-05-28,邮政,U20740,白松,小型企业,R00004,广东,中南,范彩,P01919,办公,装订,Cardinal,装订机,耐用,,214.62,3,0.0,53.34
A001319,2019-05-26,2019-05-28,邮政,U20740,白松,小型企业,R00004,广东,中南,范彩,P00083,办公,装订,Ibico,标签,回收,,86.52,2,0.0,22.4
A001320,2019-05-24,2019-05-28,邮政,U13735,潘荷,小型企业,R00010,河北,华北,殷莲,P00256,办公,用品,Elite,大剪刀,锯齿状,,611.94,3,0.0,213.78
A001320,2019-05-24,2019-05-28,邮政,U13735,潘荷,小型企业,R00010,河北,华北,殷莲,P00370,办公,装订,Cardinal,订书机,回收,,467.88,2,0.0,116.76
A001321,2021-11-19,2021-11-24,邮政,U17695,殷丽雪,消费者,R00010,河北,华北,殷莲,P00562,家具,书架,Sauder,柜,黑色,,1568.28,2,0.0,297.92
A001321,2021-11-19,2021-11-24,邮政,U17695,殷丽雪,消费者,R00010,河北,华北,殷莲,P00058,办公,纸张,Enermax,笔记本,每包12个,,456.96,3,0.0,118.44
A001322,2021-02-10,2021-02-14,邮政,U11290,周诚,消费者,R00001,浙江,华东,洪光,P00364,办公,装订,Acco,订书机,实惠,,572.21,4,0.4,-86.35
A001323,2021-02-20,2021-02-24,邮政,U17065,施莲,消费者,R00017,河南,中南,范彩,P00576,办公,标签,Harbour Creations,合法证物标签,可调,,289.1,7,0.0,1.96
A001179,2018-09-15,2018-09-21,顺丰,U18490,许娜,小型企业,R00003,江苏,华东,洪光,P00245,技术,设备,冲电器,打印机,红色,,4462.92,6,0.4,-1487.64
A001324,2020-08-19,2020-08-23,圆通,U17035,马莲,公司,R00009,上海,华东,洪光,P00548,家具,书架,Safco,古典书架,黑色,,6153.0,3,0.0,246.12
A000804,2020-05-02,2020-05-05,邮政,U18355,夏明媚,公司,R00010,河北,华北,殷莲,P01648,办公,纸张,施乐,信纸,每包12个,,916.72,4,0.0,449.12
A000804,2020-05-02,2020-05-05,邮政,U18355,夏明媚,公司,R00010,河北,华北,殷莲,P00333,家具,桌子,Lesro,电脑桌,白色,,4520.57,3,0.25,421.79
A000804,2020-05-02,2020-05-05,邮政,U18355,夏明媚,公司,R00010,河北,华北,殷莲,P01332,办公,信封,Ames,商业信封,红色,,169.68,2,0.0,54.04
A000804,2020-05-02,2020-05-05,邮政,U18355,夏明媚,公司,R00010,河北,华北,殷莲,P01194,办公,收纳,Smead,盘,金属,,665.7,3,0.0,266.28
A000804,2020-05-02,2020-05-05,邮政,U18355,夏明媚,公司,R00010,河北,华北,殷莲,P00207,办公,信封,GlobeWeis,搭扣信封,银色,,401.8,7,0.0,155.82
